pre-detoxed,detoxed_text,toxicity,severe_toxicity
uuuuugh uuuuuuuuuugh lol,Uuuuuuuuugh lol,0.0178571428571428,0.0
yes  no president not even tricky dick has lied as much as the donald  where are his damn tax returns  he promised he would release them but has reneged  for shame   what a coward,yes  no president not even tricky has lied as much as the donald  where are his tax returns  he promised he would release them but has reneged  for shame  what a coward,0.7875,0.0625
"

cheetolini is a waste of human skin a horrible human being  him and his followers stink",cheetolini is not good human being  him and his followers stink,0.5285714285714286,0.0571428571428571
what exactly is suspicious about it taking the advice of the entire democrat party partisan politics is our reality its not my fault democrats complain when they get what they called for they are hypocrites maybe they are mad obama didnt have the stones to do this himself,what exactly is suspicious about it taking the advice of the entire democrat party partisan politics is our reality its not my fault democrats complain when they get what they called for they are hypocrites maybe they are mad obama didnt have the stones to do this himself,0.8,0.0
the author of this little piece of trashy fiction should be fired,The author of this book should be fired.,0.65625,0.03125
bastards,These people are mean.,0.9090909090909092,0.0545454545454545
the ugly smug commie returns to the globe and mail,The commie returns to the globe and mail.,0.2698412698412698,0.0
two dumbs makes one dead  happens all too frequently,two dumbs makes one dead  happens all too frequently,0.8,0.3
"roger ailes channeling his inner bill clinton
what a dirt bag",Roger ailes channeling his inner bill clintonWhat a bad person.,0.3857142857142857,0.0142857142857142
as fingers mcdoofus an old 18c friend of mine name changed to protect the stupid told me pay attention when dealing with explosives,as fingers mcdoofus an old 18c friend of mine name changed to protect him told me pay attention when dealing with explosives,0.8333333333333333,0.0
"trump will testify under oath

as if any sort of oath means a damn thing to him

this clown has been lying so long he doesnt know whats real hes a delusional maniac who should be impeached for the sake of the country",trump will testify under oath as if any sort of oath means a thing to him.,0.6571428571428571,0.0285714285714285
"michael  ya a great time in the 70s like ken kesey and his lsd groupies

dr phil says well thats just plain stupid

i wonder if they checked or searched for any meth heroin etc    if not they should have",michael  ya a great time in the 70s like ken kesey and his lsd groupies said well thatтАЩs just plain bad.i wonder if they checked or searched for any meth heroin etc.. i wonder if not they should have,0.5875,0.0375
deplorable unhinged trump supporters,Unpleasant Trump supporters,0.6031746031746033,0.0158730158730158
nope its called equivocation we learn about that one in logic,nope its called equivocation we learn about that one in logic,0.1428571428571428,0.0
my gun matters  bang bang thug youre dead,my gun matters  bang bang thug youre dead,0.8392857142857143,0.1785714285714285
oh look  a talking jackass,oh look  a talking person,0.8064516129032258,0.0161290322580645
flynn was the smartest of all the idiots and got his s out of town before the circus tent collapses on all the other clowns,Flynn was smart and got himself out of town before the circus tent collapses on him.,0.8412698412698413,0.0158730158730158
fucking moron needs to do america a favor and die in his sleep,He needs to do America a favor and die in his sleep.,0.9289940828402364,0.1893491124260355
ranger are you calling alaskan natives domestic terrorists because last time i checked i havent every heard of any alaska native strapping on a suicide vest i dont see them stockpiling bomb ingredients and building bombs to blow up government agencies and parking garages i havent seen any waco or ruby ridge standoffs i dont see any aryan nation race type groups i havent heard of any religious cult issues and mass poisoning so ranger tell me what is makes you think alaskan natives are domestic terrorists or is this just racist bullshit youre peddling,ranger are you calling alaskan natives domestic terrorists because last time i checked i havent every heard of any alaska native strapping on a suicide vest i dont see them stockpiling bomb ingredients and building bombs to blow up government agencies and parking garages I havent seen any waco or ruby ridge standoffs i don't see any aryan nation race type groups i havenтАЩt heard of religious cult issues and mass poisoning so ranger tell me what is makes you think they are violent,0.7837837837837837,0.0675675675675675
byard you may be right  that attack on the trump truck was so rotten so stupid it makes you wonder if theyre agent provocateurs,byard you may be right  that attack on the trump truck was so bad it makes you wonder if theyre agent provocateurs,0.7966101694915254,0.0
boots  if you believe in what you say then you are the bigger fool than i thought you to be,If you believe in what you say then you are bigger mistake than I thought you to be.,0.7419354838709677,0.0
dont mind your post because youre nuts and you really need the outlet,don't mind your post because youre crazy and you really need the outlet,1.0,0.0
"todd are you sure you teach economics or just matsu politics
your take on sb 91 is based upon a remarkable ignorance of facts",todd are you sure you teach economics or just matsu politics?your take on sb 91 is based upon a remarkable ignorance of facts,0.8,0.0
"so the us gave the palestinian authority 1 billion a year and will now give israel 38 billion a year in military assistance alone

darn that antiisrael obama",So the us gave the palestinian authority 1 billion a year and will now give israel 38 billion in military assistance alone.,0.9,0.2
started writting a long comment about this  but thought what a waste of time  we are simple idiots and chumps  oil gets to market if not ours it will be from elsewhere  the money will go someone else and benefit them  we have become the fools of the planet,Started writting a long comment about this  but thought what a waste of time  we are simple and chumps  oil gets to market if not ours it will be from elsewhere  the money will go someone else and benefit them  we have become naive.,0.7704918032786885,0.0327868852459016
"thanks governor for stepping up and being the adult in the room  

and where is your plan mcleod   whats that  you dont have one other than spend our savings  thats what we figured   your venomous baloney you spit out betrays you great anger at not getting that state job i heard you applied for","thanks governor for stepping up and being the adult in the room  ,and where is your plan mcleod   whats that  you dont have one other than spend our savings  thats what we figured   your speech you spit out betrays you great anger at not getting that state job i heard you applied for",0.1627906976744186,0.0465116279069767
if it it looks like a duck quacks like a duck and walks like a duck its a duck if youre in a group that carries a nazi flag and chants nazi slogans while marching with flaming torches youre a nazi,If it looks like duck quacks and walks like a duck its a duck if youre in a group that carries a nazi flag and chants slogans while marching with flaming torches.,0.5277777777777778,0.0277777777777777
theyre not patriots theyre vandals thieves and bullies theyve plastered a facade of patriotism over their outrage at being expected to obey the law,they're not patriots they've plastered a facade of patriotism over their outrage at being expected to obey the law,1.0,0.0
typical trumpsterlie and deny,typical trumpsterlie and deny,0.5081967213114754,0.0
